Operations_ID,Product_ID,Product_Name,Product_Category,Production_Date,Production_Quantity,Quality_Metrics,Quantity_in_Stock,Quantity_Sold,Supplier_ID,Supplier_Name,Lead_Time,Employee_ID,Employee_Name,Shift_Information,Maintenance_Type,Downtime_Duration,Energy_Consumption_Data,Production_Time,Downtime_Events,Employee_Rating,Downtime_Reason
132,1,Refrigerator,Home Appliances,9/25/2023,748,Passed,251,497,1,"Barnes, Butler and Russell",3,5,David Floyd,Afternoon Shift,Repairs,none,1171.201125,6.168478509,0,3,Technical Issues
133,1,Refrigerator,Home Appliances,7/5/2023,326,In-Between,91,235,8,"Adams, Murphy and Wilson",2,2,Ashley Herring,Night Shift,Routine Maintenance,3.837383012,1222.134234,9.227754384,1,1,Human Error
134,2,Washing Machine,Home Appliances,8/27/2023,838,Failed,299,539,3,Hartman-Banks,9,1,Amber Powell,Morning Shift,Routine Maintenance,3.716219125,868.5022714,3.654394817,3,3,Human Error
135,4,Diesel Generator,Industrial Machinery,6/25/2023,369,Passed,368,1,3,Hartman-Banks,8,4,Megan Allen,Night Shift,Repairs,4.243072414,852.8747983,9.221266497,4,2,Technical Issues
136,6,Microwave Ovens,Home Appliances,8/26/2023,820,Passed,320,500,2,"Moore, Hernandez and Munoz",4,2,Ashley Herring,Night Shift,Routine Maintenance,4.548969159,1069.541267,9.057883563,2,1,Material Shortage
137,4,Diesel Generator,Industrial Machinery,9/1/2023,789,Passed,163,626,9,Lawson-Herrera,1,5,David Floyd,Afternoon Shift,Routine Maintenance,none,940.2938601,8.000926587,0,1,Material Shortage
138,5,Air Conditioners,Home Appliances,5/9/2023,856,Passed,60,796,6,"Hill, Thomas and Neal",1,9,Natasha Thomas,Morning Shift,Routine Maintenance,2.19712638,1278.868366,8.539040403,3,1,Material Shortage
139,1,Refrigerator,Home Appliances,6/11/2023,912,Passed,442,470,8,"Adams, Murphy and Wilson",1,3,Melissa Kim,Afternoon Shift,Repairs,4.055104413,1210.405506,11.56561207,5,2,Human Error
140,1,Refrigerator,Home Appliances,6/11/2023,548,Passed,388,160,10,Campbell-Wong,7,5,David Floyd,Afternoon Shift,Routine Maintenance,none,1314.461183,11.25344793,0,4,Material Shortage
141,6,Microwave Ovens,Home Appliances,5/22/2023,672,Failed,468,204,1,"Barnes, Butler and Russell",10,7,Victor Hernandez,Night Shift,Repairs,3.379745727,853.1866667,6.457653738,2,2,Material Shortage
142,3,Industrial Mixer,Industrial Machinery,6/3/2023,302,Passed,296,6,3,Hartman-Banks,2,5,David Floyd,Afternoon Shift,Repairs,3.411197729,1031.24775,9.491478533,2,5,Human Error
143,5,Air Conditioners,Home Appliances,5/19/2023,825,Passed,185,640,5,Hawkins-Miller,3,3,Melissa Kim,Afternoon Shift,Routine Maintenance,3.554665889,840.6864844,5.197542369,4,5,Material Shortage
144,1,Refrigerator,Home Appliances,7/23/2023,496,Passed,495,1,4,"Yang, Walker and George",3,8,Sarah Lloyd,Afternoon Shift,Repairs,4.030212048,1057.517035,9.788218177,3,5,Technical Issues
145,1,Refrigerator,Home Appliances,8/2/2023,976,Passed,115,861,6,"Hill, Thomas and Neal",2,10,Cheryl Nunez,Night Shift,Repairs,4.81581492,869.9927993,6.142979557,3,4,Technical Issues
146,3,Industrial Mixer,Industrial Machinery,5/2/2023,862,Passed,225,637,7,Ferguson Inc,1,8,Sarah Lloyd,Afternoon Shift,Repairs,1.345195112,807.845388,3.621202672,4,1,Human Error
147,2,Washing Machine,Home Appliances,6/27/2023,608,Passed,411,197,4,"Yang, Walker and George",3,10,Cheryl Nunez,Night Shift,Repairs,3.105801434,836.5036669,4.538847627,1,5,Human Error
148,5,Air Conditioners,Home Appliances,8/9/2023,952,Failed,117,835,2,"Moore, Hernandez and Munoz",5,5,David Floyd,Afternoon Shift,Repairs,2.335934414,876.8463355,7.319675891,3,2,Technical Issues
149,3,Industrial Mixer,Industrial Machinery,7/10/2023,516,Passed,247,269,6,"Hill, Thomas and Neal",3,10,Cheryl Nunez,Night Shift,Repairs,3.469655866,993.1312129,7.278398336,2,2,Human Error
150,7,Industrial Cookers,Industrial Machinery,5/14/2023,778,Passed,176,602,6,"Hill, Thomas and Neal",8,5,David Floyd,Afternoon Shift,Repairs,none,1214.528139,8.180698894,0,3,Material Shortage
151,3,Industrial Mixer,Industrial Machinery,7/10/2023,888,Passed,372,516,8,"Adams, Murphy and Wilson",2,6,Taylor Davis,Morning Shift,Routine Maintenance,2.490233171,903.1194312,8.379161611,1,4,Human Error
152,7,Industrial Cookers,Industrial Machinery,9/20/2023,557,Passed,369,188,8,"Adams, Murphy and Wilson",3,6,Taylor Davis,Morning Shift,Routine Maintenance,1.218434201,1198.574419,11.32592981,5,2,Human Error
153,3,Industrial Mixer,Industrial Machinery,8/20/2023,173,Passed,56,117,7,Ferguson Inc,10,8,Sarah Lloyd,Afternoon Shift,Repairs,3.505843667,1296.358674,7.505172647,3,4,Technical Issues
154,6,Microwave Ovens,Home Appliances,4/1/2023,569,Passed,335,234,9,Lawson-Herrera,9,1,Amber Powell,Morning Shift,Repairs,3.267402389,971.8560556,7.932749015,2,2,Human Error
155,3,Industrial Mixer,Industrial Machinery,8/23/2023,521,Passed,298,223,9,Lawson-Herrera,8,7,Victor Hernandez,Night Shift,Repairs,4.873613347,1058.486425,8.440558976,5,1,Human Error
156,5,Air Conditioners,Home Appliances,9/3/2023,646,Failed,332,314,1,"Barnes, Butler and Russell",5,10,Cheryl Nunez,Night Shift,Repairs,2.137661919,818.7207265,6.974741935,5,5,Human Error
157,2,Washing Machine,Home Appliances,5/5/2023,760,Passed,264,496,9,Lawson-Herrera,1,4,Megan Allen,Night Shift,Repairs,4.07119409,1320.193301,6.233313279,4,1,Human Error
158,3,Industrial Mixer,Industrial Machinery,7/23/2023,773,Failed,222,551,8,"Adams, Murphy and Wilson",9,6,Taylor Davis,Morning Shift,Repairs,4.941205891,1296.247463,8.764460232,5,2,Human Error
159,2,Washing Machine,Home Appliances,6/9/2023,492,Failed,284,208,2,"Moore, Hernandez and Munoz",10,7,Victor Hernandez,Night Shift,Repairs,2.979192921,1080.992059,7.245290881,1,3,Material Shortage
160,6,Microwave Ovens,Home Appliances,4/16/2023,675,Passed,259,416,6,"Hill, Thomas and Neal",2,1,Amber Powell,Morning Shift,Routine Maintenance,3.894385044,832.6151296,7.059185601,2,5,Technical Issues
161,2,Washing Machine,Home Appliances,5/2/2023,639,Passed,59,580,1,"Barnes, Butler and Russell",3,9,Natasha Thomas,Morning Shift,Routine Maintenance,2.127236078,807.1879804,6.537635186,5,5,Material Shortage
162,4,Diesel Generator,Industrial Machinery,7/31/2023,864,Passed,202,662,4,"Yang, Walker and George",5,6,Taylor Davis,Morning Shift,Repairs,4.681354356,1238.115089,9.140340961,3,3,Human Error
163,1,Refrigerator,Home Appliances,5/25/2023,913,In-Between,382,531,7,Ferguson Inc,7,2,Ashley Herring,Night Shift,Repairs,1.280170241,1158.986094,4.76358106,2,1,Material Shortage
164,1,Refrigerator,Home Appliances,9/2/2023,661,Failed,198,463,7,Ferguson Inc,7,1,Amber Powell,Morning Shift,Repairs,4.78391143,1228.246584,10.09003965,1,3,Material Shortage
165,7,Industrial Cookers,Industrial Machinery,6/17/2023,695,Passed,409,286,8,"Adams, Murphy and Wilson",2,6,Taylor Davis,Morning Shift,Routine Maintenance,4.128683554,830.0382803,7.529476936,1,1,Material Shortage
166,2,Washing Machine,Home Appliances,7/8/2023,372,Failed,371,1,4,"Yang, Walker and George",9,2,Ashley Herring,Night Shift,Repairs,1.988201312,825.8507915,5.280874251,4,1,Technical Issues
167,7,Industrial Cookers,Industrial Machinery,8/17/2023,207,Failed,129,78,9,Lawson-Herrera,3,2,Ashley Herring,Night Shift,Routine Maintenance,4.46566277,1081.143537,4.329009538,3,5,Technical Issues
168,5,Air Conditioners,Home Appliances,6/11/2023,467,Failed,399,68,2,"Moore, Hernandez and Munoz",1,4,Megan Allen,Night Shift,Repairs,none,1276.698299,4.243189286,0,3,Human Error
169,4,Diesel Generator,Industrial Machinery,9/17/2023,740,Passed,389,351,10,Campbell-Wong,10,3,Melissa Kim,Afternoon Shift,Routine Maintenance,1.890086919,850.8535883,6.989334405,5,4,Material Shortage
170,3,Industrial Mixer,Industrial Machinery,5/19/2023,680,Failed,209,471,2,"Moore, Hernandez and Munoz",1,2,Ashley Herring,Night Shift,Routine Maintenance,4.856594383,1243.567859,5.175316624,2,3,Material Shortage
171,3,Industrial Mixer,Industrial Machinery,4/5/2023,609,Passed,181,428,9,Lawson-Herrera,4,3,Melissa Kim,Afternoon Shift,Repairs,3.717388103,802.3387203,10.24199688,4,5,Human Error
172,3,Industrial Mixer,Industrial Machinery,4/16/2023,464,In-Between,463,1,7,Ferguson Inc,5,7,Victor Hernandez,Night Shift,Repairs,1.646749953,1025.241122,9.896073641,3,5,Technical Issues
173,4,Diesel Generator,Industrial Machinery,8/14/2023,384,Failed,171,213,4,"Yang, Walker and George",8,3,Melissa Kim,Afternoon Shift,Repairs,1.465847859,1024.744984,10.93176817,3,2,Material Shortage
174,6,Microwave Ovens,Home Appliances,6/5/2023,749,Passed,429,320,2,"Moore, Hernandez and Munoz",1,1,Amber Powell,Morning Shift,Routine Maintenance,2.241590598,1183.427196,6.109204307,4,1,Technical Issues
175,3,Industrial Mixer,Industrial Machinery,4/6/2023,452,In-Between,113,339,10,Campbell-Wong,10,8,Sarah Lloyd,Afternoon Shift,Repairs,4.39663471,1056.001738,4.214830896,1,1,Human Error
176,4,Diesel Generator,Industrial Machinery,4/9/2023,539,In-Between,489,50,2,"Moore, Hernandez and Munoz",2,9,Natasha Thomas,Morning Shift,Routine Maintenance,4.41897179,1243.311797,4.662253783,2,5,Material Shortage
177,7,Industrial Cookers,Industrial Machinery,8/20/2023,516,Passed,478,38,3,Hartman-Banks,7,4,Megan Allen,Night Shift,Routine Maintenance,4.678571521,1269.477058,9.501813271,3,2,Technical Issues
178,5,Air Conditioners,Home Appliances,8/16/2023,370,Passed,369,1,10,Campbell-Wong,2,1,Amber Powell,Morning Shift,Routine Maintenance,none,1049.18206,7.369635423,0,2,Material Shortage
179,4,Diesel Generator,Industrial Machinery,5/6/2023,402,Passed,336,66,2,"Moore, Hernandez and Munoz",2,5,David Floyd,Afternoon Shift,Routine Maintenance,2.629145749,1095.030762,8.064804787,4,5,Human Error
180,3,Industrial Mixer,Industrial Machinery,7/19/2023,383,Failed,315,68,2,"Moore, Hernandez and Munoz",7,8,Sarah Lloyd,Afternoon Shift,Repairs,4.758026114,914.2111648,6.946888474,1,1,Human Error
181,7,Industrial Cookers,Industrial Machinery,9/19/2023,622,Failed,472,150,1,"Barnes, Butler and Russell",3,2,Ashley Herring,Night Shift,Routine Maintenance,1.171668907,964.0183903,9.396667341,3,3,Human Error
182,2,Washing Machine,Home Appliances,4/17/2023,444,Passed,213,231,7,Ferguson Inc,6,5,David Floyd,Afternoon Shift,Routine Maintenance,3.765991894,965.544394,6.815710636,4,1,Material Shortage
183,7,Industrial Cookers,Industrial Machinery,6/6/2023,680,Failed,218,462,7,Ferguson Inc,8,7,Victor Hernandez,Night Shift,Routine Maintenance,4.910355703,1003.260971,9.157058891,4,5,Technical Issues
184,6,Microwave Ovens,Home Appliances,9/12/2023,877,Failed,124,753,6,"Hill, Thomas and Neal",4,3,Melissa Kim,Afternoon Shift,Repairs,1.5138318,857.174814,5.943742155,4,2,Technical Issues
185,3,Industrial Mixer,Industrial Machinery,9/15/2023,245,Passed,244,1,3,Hartman-Banks,8,3,Melissa Kim,Afternoon Shift,Routine Maintenance,4.722813531,920.6494124,9.488541536,4,1,Material Shortage
186,5,Air Conditioners,Home Appliances,9/12/2023,383,In-Between,382,1,9,Lawson-Herrera,3,5,David Floyd,Afternoon Shift,Repairs,4.679476092,1067.759853,4.762439436,4,3,Human Error
187,2,Washing Machine,Home Appliances,8/3/2023,697,In-Between,341,356,1,"Barnes, Butler and Russell",1,4,Megan Allen,Night Shift,Routine Maintenance,3.636685743,1075.302935,6.024620674,4,2,Technical Issues
188,5,Air Conditioners,Home Appliances,7/22/2023,770,Passed,431,339,5,Hawkins-Miller,9,7,Victor Hernandez,Night Shift,Repairs,none,1205.241328,3.320889943,0,1,Material Shortage
189,1,Refrigerator,Home Appliances,6/24/2023,772,Passed,481,291,7,Ferguson Inc,3,5,David Floyd,Afternoon Shift,Repairs,2.004682461,1036.042065,4.076142022,2,5,Material Shortage
190,6,Microwave Ovens,Home Appliances,7/20/2023,474,Passed,130,344,5,Hawkins-Miller,2,9,Natasha Thomas,Morning Shift,Routine Maintenance,none,980.465627,6.87025691,0,4,Technical Issues
191,1,Refrigerator,Home Appliances,4/17/2023,419,Passed,332,87,2,"Moore, Hernandez and Munoz",3,3,Melissa Kim,Afternoon Shift,Repairs,3.609941791,996.6741196,9.774017873,4,2,Human Error
192,5,Air Conditioners,Home Appliances,7/13/2023,715,In-Between,250,465,7,Ferguson Inc,8,4,Megan Allen,Night Shift,Repairs,1.195539639,1030.060384,6.941369886,3,5,Technical Issues
193,1,Refrigerator,Home Appliances,4/12/2023,700,Passed,227,473,5,Hawkins-Miller,7,7,Victor Hernandez,Night Shift,Routine Maintenance,3.881101533,956.9842084,9.646840316,2,2,Human Error
194,6,Microwave Ovens,Home Appliances,4/28/2023,314,Passed,313,1,6,"Hill, Thomas and Neal",10,2,Ashley Herring,Night Shift,Routine Maintenance,none,927.234566,10.35930425,0,3,Human Error
195,5,Air Conditioners,Home Appliances,5/1/2023,673,Passed,333,340,1,"Barnes, Butler and Russell",6,7,Victor Hernandez,Night Shift,Repairs,4.837635507,829.9625117,5.80749372,4,3,Technical Issues
196,7,Industrial Cookers,Industrial Machinery,5/20/2023,429,Failed,428,1,10,Campbell-Wong,10,2,Ashley Herring,Night Shift,Routine Maintenance,3.833619649,1316.382031,4.83659769,3,4,Material Shortage
197,1,Refrigerator,Home Appliances,5/26/2023,830,Passed,260,570,1,"Barnes, Butler and Russell",5,7,Victor Hernandez,Night Shift,Repairs,4.874916564,873.1346123,10.43533779,4,2,Human Error
198,1,Refrigerator,Home Appliances,9/1/2023,784,Passed,340,444,3,Hartman-Banks,9,3,Melissa Kim,Afternoon Shift,Repairs,2.410415261,986.7739424,4.799903889,5,2,Human Error
199,7,Industrial Cookers,Industrial Machinery,7/20/2023,712,Passed,363,349,9,Lawson-Herrera,1,10,Cheryl Nunez,Night Shift,Routine Maintenance,3.700093562,1346.107843,9.825839965,5,5,Technical Issues
200,3,Industrial Mixer,Industrial Machinery,4/4/2023,456,Passed,455,1,7,Ferguson Inc,1,8,Sarah Lloyd,Afternoon Shift,Repairs,2.341048468,977.370528,6.542206094,1,3,Human Error
201,6,Microwave Ovens,Home Appliances,9/3/2023,146,Passed,57,89,5,Hawkins-Miller,9,6,Taylor Davis,Morning Shift,Repairs,1.503563104,806.9911211,5.780254162,2,1,Technical Issues
202,7,Industrial Cookers,Industrial Machinery,6/7/2023,892,Passed,311,581,9,Lawson-Herrera,8,8,Sarah Lloyd,Afternoon Shift,Repairs,2.093660891,1015.886407,9.717345169,2,4,Human Error
203,1,Refrigerator,Home Appliances,4/28/2023,928,Passed,425,503,10,Campbell-Wong,2,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,none,1124.322916,8.457588904,0,4,Material Shortage
204,5,Air Conditioners,Home Appliances,5/27/2023,287,In-Between,142,145,2,"Moore, Hernandez and Munoz",6,5,David Floyd,Afternoon Shift,Repairs,4.358758335,1194.70341,11.11641029,4,2,Material Shortage
205,1,Refrigerator,Home Appliances,5/14/2023,406,Passed,405,1,9,Lawson-Herrera,6,3,Melissa Kim,Afternoon Shift,Routine Maintenance,3.498222352,1027.926702,7.283823802,3,3,Technical Issues
206,1,Refrigerator,Home Appliances,7/27/2023,718,In-Between,193,525,8,"Adams, Murphy and Wilson",3,3,Melissa Kim,Afternoon Shift,Repairs,3.90042215,1285.320084,7.465912542,5,1,Technical Issues
207,1,Refrigerator,Home Appliances,6/26/2023,482,Passed,248,234,5,Hawkins-Miller,6,10,Cheryl Nunez,Night Shift,Routine Maintenance,4.505064896,823.1115134,10.29128104,3,4,Human Error
208,3,Industrial Mixer,Industrial Machinery,7/18/2023,215,Passed,68,147,3,Hartman-Banks,10,3,Melissa Kim,Afternoon Shift,Routine Maintenance,3.16206219,1010.60339,10.42139575,3,1,Human Error
209,4,Diesel Generator,Industrial Machinery,7/12/2023,764,Passed,179,585,10,Campbell-Wong,4,6,Taylor Davis,Morning Shift,Repairs,4.035075892,1056.724929,4.620618687,1,3,Material Shortage
210,7,Industrial Cookers,Industrial Machinery,9/11/2023,777,Passed,450,327,9,Lawson-Herrera,9,8,Sarah Lloyd,Afternoon Shift,Repairs,none,884.5645357,7.255939833,0,5,Human Error
211,3,Industrial Mixer,Industrial Machinery,7/4/2023,269,Passed,162,107,9,Lawson-Herrera,6,7,Victor Hernandez,Night Shift,Routine Maintenance,1.920927491,1248.382178,4.3335451,5,1,Material Shortage
212,6,Microwave Ovens,Home Appliances,7/25/2023,936,Failed,58,878,3,Hartman-Banks,8,1,Amber Powell,Morning Shift,Repairs,2.605407438,847.2252282,5.528453238,4,5,Material Shortage
213,1,Refrigerator,Home Appliances,7/20/2023,375,Failed,177,198,4,"Yang, Walker and George",2,6,Taylor Davis,Morning Shift,Repairs,2.232075957,855.8897857,7.765848349,1,1,Technical Issues
214,1,Refrigerator,Home Appliances,8/6/2023,410,Passed,409,1,5,Hawkins-Miller,4,4,Megan Allen,Night Shift,Routine Maintenance,1.794023441,1173.338602,5.283496159,2,4,Technical Issues
215,5,Air Conditioners,Home Appliances,9/9/2023,999,Passed,64,935,1,"Barnes, Butler and Russell",2,4,Megan Allen,Night Shift,Repairs,4.453482785,1244.339596,5.597301195,4,2,Material Shortage
216,2,Washing Machine,Home Appliances,7/31/2023,802,Passed,286,516,7,Ferguson Inc,2,3,Melissa Kim,Afternoon Shift,Repairs,none,1053.222048,5.850251413,0,5,Material Shortage
217,4,Diesel Generator,Industrial Machinery,7/17/2023,384,Failed,195,189,5,Hawkins-Miller,5,6,Taylor Davis,Morning Shift,Routine Maintenance,3.582734299,934.6446923,10.03926252,1,1,Material Shortage
218,4,Diesel Generator,Industrial Machinery,6/11/2023,213,Failed,116,97,4,"Yang, Walker and George",4,1,Amber Powell,Morning Shift,Routine Maintenance,2.478651536,1207.128544,10.44316995,4,2,Technical Issues
219,7,Industrial Cookers,Industrial Machinery,8/8/2023,901,Passed,175,726,2,"Moore, Hernandez and Munoz",8,9,Natasha Thomas,Morning Shift,Repairs,4.960626511,1147.417991,9.783367517,5,3,Human Error
220,5,Air Conditioners,Home Appliances,7/5/2023,312,Failed,246,66,1,"Barnes, Butler and Russell",5,1,Amber Powell,Morning Shift,Routine Maintenance,4.416644136,1226.210295,7.899765746,5,4,Material Shortage
221,4,Diesel Generator,Industrial Machinery,8/26/2023,719,Passed,71,648,10,Campbell-Wong,3,3,Melissa Kim,Afternoon Shift,Routine Maintenance,1.305936299,1250.864829,4.015042139,5,2,Human Error
222,7,Industrial Cookers,Industrial Machinery,5/24/2023,464,Failed,463,1,5,Hawkins-Miller,10,2,Ashley Herring,Night Shift,Routine Maintenance,4.37445206,1228.702306,9.291856627,5,5,Technical Issues
223,2,Washing Machine,Home Appliances,7/8/2023,503,Passed,344,159,4,"Yang, Walker and George",3,1,Amber Powell,Morning Shift,Repairs,none,1076.694407,6.325783078,0,3,Material Shortage
224,6,Microwave Ovens,Home Appliances,9/11/2023,379,Passed,239,140,7,Ferguson Inc,4,7,Victor Hernandez,Night Shift,Routine Maintenance,2.649511813,1305.506486,7.773624128,3,2,Technical Issues
225,6,Microwave Ovens,Home Appliances,4/14/2023,601,Passed,242,359,10,Campbell-Wong,5,8,Sarah Lloyd,Afternoon Shift,Repairs,none,944.6241475,7.380420842,0,5,Material Shortage
226,1,Refrigerator,Home Appliances,5/2/2023,170,Passed,169,1,4,"Yang, Walker and George",1,6,Taylor Davis,Morning Shift,Routine Maintenance,3.030401702,1035.409372,11.98455689,4,5,Material Shortage
227,4,Diesel Generator,Industrial Machinery,4/30/2023,428,Failed,427,1,9,Lawson-Herrera,2,1,Amber Powell,Morning Shift,Repairs,3.594219376,1240.582736,9.520304772,4,5,Material Shortage
228,2,Washing Machine,Home Appliances,8/31/2023,697,Passed,81,616,7,Ferguson Inc,8,3,Melissa Kim,Afternoon Shift,Routine Maintenance,2.250221261,1148.167924,10.325806,2,4,Technical Issues
229,5,Air Conditioners,Home Appliances,7/2/2023,945,In-Between,277,668,3,Hartman-Banks,10,3,Melissa Kim,Afternoon Shift,Routine Maintenance,1.407658127,889.9314096,4.112831659,2,5,Human Error
230,1,Refrigerator,Home Appliances,9/21/2023,618,Failed,54,564,7,Ferguson Inc,4,4,Megan Allen,Night Shift,Repairs,1.07436979,816.8540489,5.997356225,5,4,Technical Issues
231,1,Refrigerator,Home Appliances,5/9/2023,525,Passed,261,264,4,"Yang, Walker and George",7,6,Taylor Davis,Morning Shift,Repairs,2.528542077,1314.080929,8.912085526,2,4,Human Error
232,1,Refrigerator,Home Appliances,7/15/2023,527,Passed,63,464,9,Lawson-Herrera,3,7,Victor Hernandez,Night Shift,Routine Maintenance,4.226078993,932.1079193,10.5414073,2,4,Material Shortage
233,1,Refrigerator,Home Appliances,7/18/2023,684,Passed,86,598,10,Campbell-Wong,7,4,Megan Allen,Night Shift,Repairs,3.370067367,1342.439133,10.06021332,4,5,Human Error
234,1,Refrigerator,Home Appliances,7/15/2023,932,Passed,214,718,2,"Moore, Hernandez and Munoz",3,9,Natasha Thomas,Morning Shift,Repairs,4.189434284,1010.179408,11.54008755,4,5,Material Shortage
235,5,Air Conditioners,Home Appliances,6/19/2023,948,Passed,247,701,10,Campbell-Wong,3,2,Ashley Herring,Night Shift,Repairs,4.105604592,833.0012307,7.949055421,1,5,Technical Issues
