Loan ID,Borrower ID,Borrower Name,Gender,Borrower Age,Marital Status,Borrower Address,Borrower Email,Borrower Phone Number,Loan Amount,Loan Type,Interest Rate,Loan Term,Loan Status,Credit Score,Income,Employment Status,Loan Origination Date,Loan Paid Date
974,2658,Phyllis Jones,Male,31,Not Married,"80260 John Burg Suite 719
North Amanda, VA 66347",phyllis.jones@yapi.com,+1-813-290-0709x3033,20428.51,Mortgage,2.82,1 years,Paid Off,636,52606,Employed,2/28/2021,8/28/2022 0:00
1457,2804,John Stewart,Male,28,Not Married,"829 Eric Bypass
West Sharonchester, ND 87979",john.stewart@yapi.com,727.228.6184x069,48930.05,Commercial Loan,7.72,4 years,In Arrears,651,70814,Employed,5/14/2020, 
226,2223,Joshua Cook,Male,54,Married,"590 Joseph Corner Suite 931
Port Davidstad, UT 11527",joshua.cook@yapi.com,589-522-9559x640,2635.01,Commercial Loan,3.04,2 years,Defaulted,643,31073,Self-Employed,9/7/2019, 
604,3914,John Reyes,Female,35,Married,"USCGC Li
FPO AP 61761",john.reyes@yapi.com,-2512,9770.38,Auto Loan,4.37,3 years,In Arrears,806,59523,Employed,6/12/2021, 
600,2735,Erica Collins,Male,30,Married,"2154 David Terrace Suite 169
North Emily, FM 23379",erica.collins@yapi.com,750.841.9319x99958,3088.63,Auto Loan,7.09,3 years,In Arrears,610,40894,Employed,9/18/2021, 
867,1785,Elaine York,Male,38,Married,"6995 Sullivan Lodge
West Jonathanshire, ID 35548",elaine.york@yapi.com,351-751-7659,7556.43,Mortgage,9.32,1 years,Paid Off,630,36543,Employed,10/1/2018,9/1/2020 0:00
1317,2828,David Mckinney,Female,32,Married,"600 Smith Skyway Apt. 119
Port Bryanview, SD 30509",david.mckinney@yapi.com,(358)593-8598x518,71023.86,Mortgage,9.54,4 years,Paid Off,644,79991,Employed,7/20/2020,3/20/2025 0:00
499,2950,Kelly Hoover,Male,38,Not Married,"8754 John Mountains Apt. 060
Tiffanyshire, NE 34177",kelly.hoover@yapi.com,001-246-682-4906x004,40101.5,Auto Loan,8.58,2 years,Paid Off,662,77449,Employed,3/13/2021,6/13/2023 0:00
1101,3593,Arthur Dougherty,Male,35,Married,"248 Miller Ferry Apt. 115
Lake Ronaldview, OR 49159",arthur.dougherty@yapi.com,001-344-440-1227,10500.46,Auto Loan,8.85,4 years,Paid Off,783,27429,Employed,10/2/2019,8/2/2024 0:00
548,1816,Mary Glass,Male,41,Married,"1158 Julie Estates Suite 750
Copelandside, MP 16361",mary.glass@yapi.com,001-391-665-4581x6978,42578.75,Auto Loan,6.47,1 years,Paid Off,777,56685,Employed,8/10/2019,7/10/2021 0:00
1254,3293,Catherine Lester,Male,37,Married,"150 Matthew Club Apt. 948
Beverlyfurt, RI 81766",catherine.lester@yapi.com,001-204-559-3700x43862,48854.9,Mortgage,9.94,1 years,Paid Off,785,79105,Self-Employed,11/10/2019,1/10/2021 0:00
751,1741,Meredith Doyle,Male,33,Married,"866 Johnson Glen
Nelsonborough, ME 68234",meredith.doyle@yapi.com,+1-257-333-5967x5623,31186.24,Commercial Loan,5.8,1 years,Defaulted,717,48400,Employed,8/23/2019, 
859,2209,Eric Rush,Male,36,Married,"36835 Bowen Streets Suite 072
Paulberg, NC 10718",eric.rush@yapi.com,001-335-749-7562x647,11305.58,Mortgage,5.53,4 years,In Arrears,783,65412,Self-Employed,6/13/2020, 
1312,3403,Erik Jones,Male,46,Married,"25492 Jaclyn Lock
East Denisebury, WI 36446",erik.jones@yapi.com,-5527,13505.96,Personal Loan,4.12,3 years,Paid Off,698,63378,Employed,3/17/2019,11/17/2022 0:00
58,2506,Shelby Brown,Female,38,Married,"881 Tucker Grove
Lake Alyssa, ND 58142",shelby.brown@yapi.com,-7150,4969.5,Mortgage,5.67,3 years,Paid Off,799,41848,Self-Employed,7/13/2019,5/13/2023 0:00
1456,3116,Valerie Mcdonald PhD,Male,48,Not Married,"375 John Island
East Adam, AL 29670",valerie.mcdonald.phd@yapi.com,831.221.6162x330,50490.46,Personal Loan,8.99,4 years,Paid Off,771,50883,Self-Employed,4/21/2019,1/21/2024 0:00
974,3403,Brian Pena,Female,41,Married,"825 Kenneth Common
Anthonychester, LA 41419",brian.pena@yapi.com,(978)936-5589x691,21357.89,Personal Loan,5.55,4 years,Paid Off,733,63799,Employed,12/8/2020,8/8/2025 0:00
694,1622,Brian Zamora,Male,36,Married,"000 Cindy Fall Suite 460
Johnside, WA 12242",brian.zamora@yapi.com,4907038981,7781.3,Personal Loan,9.76,2 years,Paid Off,327,8005,Unemployed,4/4/2020,2/4/2023 0:00
539,2519,Charles Thompson,Male,46,Not Married,"USS Wilcox
FPO AE 87823",charles.thompson@yapi.com,+1-507-350-4106x4946,5989.32,Commercial Loan,7.01,3 years,Paid Off,354,8246,Unemployed,8/26/2021,4/26/2025 0:00
1380,2002,Tammy King,Female,41,Married,"9740 Tina Stravenue
Johnberg, WA 94329",tammy.king@yapi.com,610-575-4013,2132.45,Mortgage,8.06,2 years,Defaulted,440,8249,Unemployed,4/29/2021, 
7,3792,Toni Lane,Male,42,Not Married,"704 Bright Points Suite 782
East Lynn, OK 18119",toni.lane@yapi.com,736.624.5547,65362.28,Commercial Loan,8.92,3 years,Paid Off,698,72041,Employed,4/19/2019,9/19/2022 0:00
452,2391,Brian Herrera,Female,42,Married,"1716 Goodwin Lodge Apt. 114
New Erica, TX 30349",brian.herrera@yapi.com,460-371-1074x046,52497.35,Commercial Loan,6.26,2 years,Defaulted,784,76034,Employed,12/10/2018, 
1092,3254,Frank Jarvis,Male,43,Not Married,"46847 Laura Forge Suite 487
North Darrellside, AL 06788",frank.jarvis@yapi.com,+1-684-676-9414x0833,1224.27,Personal Loan,4.37,2 years,In Arrears,686,27748,Employed,2/25/2019, 
1068,3665,Melanie Santos,Female,52,Married,"1339 Reynolds Estate Apt. 133
Mcintoshhaven, NH 38742",melanie.santos@yapi.com,001-288-479-3804x8170,16819.11,Commercial Loan,2.27,2 years,Paid Off,744,72712,Employed,3/1/2021,9/1/2023 0:00
617,1801,Briana Tran,Male,38,Not Married,"PSC 3941, Box 1121
APO AA 77960",briana.tran@yapi.com,315-316-6349x84460,18905.47,Commercial Loan,3.43,4 years,In Arrears,740,39382,Employed,12/24/2019, 
768,2015,Brandon Miller,Female,47,Not Married,"58838 Williams Bridge Apt. 794
North Thomas, KY 51183",brandon.miller@yapi.com,948-483-4352,11429.65,Mortgage,5.21,2 years,Paid Off,709,70557,Employed,3/16/2021,10/16/2023 0:00
166,3124,Andrea Walker,Male,49,Not Married,"98162 Jessica Isle
Deborahview, FL 35682",andrea.walker@yapi.com,001-468-514-2844,1985.25,Commercial Loan,5.96,2 years,Paid Off,671,28974,Self-Employed,7/17/2021,12/17/2023 0:00
396,3919,Sherry Reese,Male,54,Married,"330 Brian Greens
New Williamport, HI 53144",sherry.reese@yapi.com,999.278.4939x78360,44482.33,Mortgage,2.57,2 years,Defaulted,729,79539,Employed,9/17/2020, 
1342,3949,Teresa Wilson,Male,46,Married,"05036 Amy Inlet Apt. 909
Wesleychester, RI 17262",teresa.wilson@yapi.com,444-279-4970,11745.94,Auto Loan,9.75,5 years,Paid Off,516,14078,Unemployed,10/5/2019,10/5/2024 0:00
729,2587,Crystal Burton,Male,39,Married,"3603 Kristin Forest
East Jack, MP 08437",crystal.burton@yapi.com,001-436-441-5603x32571,39965.09,Commercial Loan,4.2,3 years,In Arrears,751,76400,Employed,2/22/2019, 
222,2711,Austin Hudson,Female,41,Married,"Unit 4145 Box 2091
DPO AE 43510",austin.hudson@yapi.com,814.328.7667,16151.29,Personal Loan,7.14,3 years,Paid Off,573,18777,Unemployed,1/23/2020,4/23/2023 0:00
1330,2661,Rachel Gomez,Male,29,Married,"2167 Michael Road
Nielsenfurt, WY 69191",rachel.gomez@yapi.com,(976)589-6374x442,56740.12,Personal Loan,4.97,2 years,In Arrears,663,78612,Employed,1/31/2021, 
827,2637,Tracy Griffin,Male,48,Married,"50827 Sheena Mountains
West April, LA 62691",tracy.griffin@yapi.com,(717)784-8974,40768.63,Auto Loan,2.5,3 years,Defaulted,657,73835,Employed,11/21/2019, 
452,2490,Kevin Clark,Female,41,Married,"796 Mckee Road Suite 772
Timothyfurt, CA 37082",kevin.clark@yapi.com,602.520.6880x33079,2513.73,Auto Loan,4.99,1 years,Paid Off,665,60735,Employed,12/7/2019,2/7/2021 0:00
1037,3868,Eric Rhodes,Female,52,Not Married,"885 Ortega Crossing
Maryfurt, ME 66603",eric.rhodes@yapi.com,991.348.1932,51035.94,Auto Loan,8.06,1 years,Paid Off,818,60246,Employed,2/6/2020,7/6/2021 0:00
168,2707,Christopher Cooper,Male,38,Not Married,"682 Sarah Island Suite 802
South Stevenville, FL 09407",christopher.cooper@yapi.com,001-202-769-8842x3755,24940.08,Commercial Loan,9.36,4 years,Paid Off,842,62503,Employed,12/31/2020,10/31/2025 0:00
549,1710,Joseph Garza,Male,35,Married,"05072 Adams Highway Suite 763
Sullivanbury, PA 71568",joseph.garza@yapi.com,246-846-5571,13400.24,Mortgage,4.98,1 years,Defaulted,779,31752,Employed,8/18/2019, 
171,1778,Amanda Flowers,Male,36,Married,"1897 Chen Spring
West Andrewburgh, MH 37574",amanda.flowers@yapi.com,001-646-490-2169,50566.4,Personal Loan,6.48,2 years,Paid Off,804,57427,Self-Employed,12/31/2019,8/31/2022 0:00
709,1869,Madison Villa,Male,39,Married,"361 Kristen Club Suite 319
Mcleantown, OH 54083",madison.villa@yapi.com,(646)486-5348,19130.16,Auto Loan,8.08,4 years,Defaulted,760,33017,Employed,9/20/2020, 
11,1605,Terri Watkins,Female,48,Not Married,"7419 Lopez Underpass
Bakertown, ND 10528",terri.watkins@yapi.com,(746)264-5937,26132.27,Mortgage,9.52,1 years,Paid Off,664,33483,Employed,3/5/2019,10/5/2020 0:00
49,1644,Ashley Campbell,Male,37,Not Married,"47364 Walker Circle Apt. 552
North Jenniferborough, OK 23342",ashley.campbell@yapi.com,+1-372-536-4854x6052,1159.67,Personal Loan,7.13,4 years,In Arrears,831,44685,Self-Employed,4/30/2021, 
915,1934,Albert Walker,Male,40,Married,"98270 Monica Isle Apt. 564
Reginaside, MD 94332",albert.walker@yapi.com,329.761.5064x603,3481.18,Commercial Loan,7.24,4 years,Paid Off,846,32527,Self-Employed,10/2/2019,2/2/2024 0:00
1250,3989,Julia Bray,Female,41,Married,"4476 Justin Locks Apt. 918
East Susanport, CA 35168",julia.bray@yapi.com,+1-901-225-6016x55328,30264.27,Auto Loan,8.61,2 years,Paid Off,673,45642,Self-Employed,7/30/2019,7/30/2021 0:00
451,1977,Cole Wright,Male,40,Married,"04560 Wood Island Apt. 165
Thomasfort, OR 73047",cole.wright@yapi.com,(784)243-9557x9416,75267.85,Commercial Loan,6.37,3 years,Defaulted,698,77495,Self-Employed,7/10/2020, 
144,3328,Joseph Gutierrez,Male,32,Married,"365 Robert Haven
East Jaclyn, PA 03948",joseph.gutierrez@yapi.com,-1411,20454.8,Commercial Loan,5.37,2 years,Paid Off,657,43532,Employed,9/22/2020,7/22/2023 0:00
609,2598,Christina Schroeder,Female,31,Not Married,"4854 Matthew Harbors
Lauramouth, AK 67574",christina.schroeder@yapi.com,229-331-9387x47744,4407.53,Commercial Loan,7.57,3 years,In Arrears,520,19568,Unemployed,3/21/2020, 
828,3355,William Rowe,Male,43,Married,"51557 Reed Meadow
East Dana, ND 08148",william.rowe@yapi.com,+1-267-500-5926x0121,14959.7,Mortgage,2.92,1 years,Defaulted,838,33727,Employed,1/8/2019, 
1328,2648,Julia Gonzalez,Male,38,Not Married,"572 Cross Square
East Annaville, OH 78878",julia.gonzalez@yapi.com,(514)421-0659,59746.93,Mortgage,8.03,1 years,Paid Off,743,74577,Employed,9/20/2020,4/20/2022 0:00
1269,1711,Sandra Wilson,Male,45,Married,"PSC 4553, Box 8110
APO AP 95410",sandra.wilson@yapi.com,+1-665-582-5565x569,3501.82,Mortgage,4.81,1 years,Paid Off,681,25128,Self-Employed,6/2/2019,7/2/2020 0:00
1487,2044,Kimberly Harris,Female,34,Not Married,"20817 Hunter Row
Brandtside, MS 00988",kimberly.harris@yapi.com,+1-566-530-6462x1544,10917.74,Commercial Loan,3.75,3 years,In Arrears,679,28831,Employed,6/17/2019, 
1024,3360,Jordan Jones,Male,49,Not Married,"596 Chapman Path Suite 514
West Melissa, KY 88021",jordan.jones@yapi.com,(860)470-6778x98723,8650.45,Personal Loan,5.65,1 years,Paid Off,304,10690,Unemployed,5/30/2021,12/30/2022 0:00
93,2841,Kelli Wyatt,Male,36,Married,"70277 Gilmore Ville Suite 929
Coxshire, MI 93825",kelli.wyatt@yapi.com,(356)668-4459,12676.25,Commercial Loan,8.88,3 years,Paid Off,764,49478,Employed,5/28/2019,1/28/2023 0:00
1127,3582,Sierra Willis,Male,33,Married,"32171 Martin Crossing
East Angela, ND 72581",sierra.willis@yapi.com,-9982,54423.53,Commercial Loan,8.99,3 years,Paid Off,816,69896,Employed,11/6/2018,5/6/2022 0:00
475,3805,Jennifer Holland,Male,37,Married,"4491 Joe Meadows
South Elizabethville, GU 88058",jennifer.holland@yapi.com,(694)378-5523,12882.31,Mortgage,6.94,2 years,In Arrears,676,27780,Employed,3/11/2020, 
738,3445,Ruben Moore,Male,32,Not Married,"788 Dana Junction
West Danielleburgh, TX 61013",ruben.moore@yapi.com,281-926-4066x55099,22540.92,Commercial Loan,9.97,1 years,Defaulted,662,25975,Employed,7/7/2019, 
1122,2730,Michael Pierce,Female,34,Married,"4064 Mays Manor Suite 108
West Crystalchester, MS 07595",michael.pierce@yapi.com,(525)507-9171,13353.7,Mortgage,4.57,3 years,In Arrears,541,15864,Unemployed,8/31/2020, 
1008,2383,Joseph Farley,Male,28,Married,"40840 Robertson Loop Suite 218
East Tracy, MP 68312",joseph.farley@yapi.com,+1-738-809-0922x8169,8906.84,Personal Loan,3.8,4 years,Paid Off,372,19097,Unemployed,8/15/2021,12/15/2025 0:00
366,1957,Marilyn Welch,Male,50,Married,"5418 Colton Knoll Suite 001
Jacksonshire, MN 43550",marilyn.welch@yapi.com,954.507.6872,5118.73,Commercial Loan,2.55,2 years,Paid Off,680,43675,Employed,10/1/2019,2/1/2022 0:00
760,3627,Mary Schwartz DDS,Female,47,Married,"2859 Stacy Squares
Lake Adamchester, FL 69948",mary.schwartz.dds@yapi.com,+1-263-509-1287x271,13239.27,Mortgage,3.06,3 years,Paid Off,321,13917,Unemployed,11/26/2019,12/26/2022 0:00
856,3126,Dylan Johnson,Female,31,Married,"016 John Branch
Virginiabury, VA 49245",dylan.johnson@yapi.com,780-750-7067x32028,50161.01,Auto Loan,9.66,4 years,Paid Off,811,50966,Employed,11/25/2019,8/25/2024 0:00
1162,3789,Sara Burns,Female,46,Married,"726 Deanna Union Apt. 297
New Michaelport, ME 46379",sara.burns@yapi.com,+1-318-669-6540x777,56724.97,Mortgage,9.28,2 years,Paid Off,709,56859,Employed,7/30/2020,3/30/2023 0:00
1317,2169,Jennifer Sparks,Male,50,Married,"63297 Everett River Suite 973
Lake Jessica, MH 86053",jennifer.sparks@yapi.com,301-345-9095x702,6508.89,Auto Loan,8.77,1 years,Paid Off,687,71994,Employed,12/20/2020,11/20/2022 0:00
759,3335,Mark Harris,Male,51,Married,"42788 Luna Estate
New Justinberg, MI 72700",mark.harris@yapi.com,(650)890-7997,10432.73,Mortgage,3.5,4 years,Defaulted,709,26465,Employed,10/30/2018, 
1402,2193,Robert Lynn,Male,54,Not Married,"5650 Alvarez Stream
East Sheila, SC 40160",robert.lynn@yapi.com,214-299-0231x92059,2392.56,Mortgage,3.42,3 years,Paid Off,832,67376,Employed,7/5/2019,7/5/2022 0:00
420,3322,Adam Williams,Male,36,Not Married,"63514 Richard Tunnel Suite 821
West Joshuaville, TX 69341",adam.williams@yapi.com,6973840240,37683.86,Commercial Loan,9.98,4 years,Paid Off,733,45651,Employed,6/24/2021,2/24/2026 0:00
402,3595,Nathan Kemp,Male,40,Married,"Unit 5431 Box 6914
DPO AE 76410",nathan.kemp@yapi.com,001-597-667-0418x2408,22654.74,Auto Loan,9.08,2 years,Paid Off,831,32775,Employed,1/9/2021,8/9/2023 0:00
1240,3535,David Bradford,Male,50,Married,"861 Garcia Center
Donaldsonburgh, OR 94173",david.bradford@yapi.com,+1-234-334-5676x5268,41592.92,Commercial Loan,2.65,4 years,Defaulted,844,43386,Employed,2/7/2021, 
929,3792,Jennifer Arellano,Male,34,Married,"268 Cunningham Isle
Daniellefort, AK 61375",jennifer.arellano@yapi.com,767.539.0449x20337,30847.48,Personal Loan,7.01,3 years,Paid Off,642,70031,Employed,4/16/2021,10/16/2024 0:00
1143,1790,Manuel Kennedy,Male,31,Married,"81808 Brenda Lodge
Joshuaton, UT 79089",manuel.kennedy@yapi.com,(409)504-4659,16697.42,Mortgage,5.95,2 years,Defaulted,651,74414,Employed,12/20/2018, 
595,2913,Curtis Johnson,Male,30,Married,"121 Crystal River
North Kevinside, WI 14422",curtis.johnson@yapi.com,784.750.2410x662,13471.83,Personal Loan,5.36,3 years,Defaulted,683,61529,Employed,10/11/2019, 
1165,2154,Megan Pena,Male,46,Married,"71463 Sarah Rest Apt. 799
Melissamouth, MS 45046",megan.pena@yapi.com,6446172729,36259.57,Mortgage,7.64,3 years,Defaulted,640,37621,Self-Employed,12/4/2019, 
707,3752,Mark Davis,Male,33,Married,"4714 Brandon Place Suite 815
Simsburgh, WV 02203",mark.davis@yapi.com,552.936.3414x6452,16169.35,Commercial Loan,9.88,1 years,Paid Off,645,56154,Employed,8/7/2019,3/7/2021 0:00
324,3170,Zachary Cameron,Female,52,Married,"USNV Wright
FPO AE 40099",zachary.cameron@yapi.com,001-812-270-4772,41134.98,Mortgage,7.32,3 years,Paid Off,767,53609,Employed,6/2/2019,10/2/2022 0:00
1137,2177,Alexandra Ruiz,Female,45,Married,"9529 David Well
Michaelmouth, DC 86902",alexandra.ruiz@yapi.com,280-826-6419x6308,20985.26,Auto Loan,8.36,4 years,Paid Off,769,37408,Employed,7/21/2019,4/21/2024 0:00
619,2028,Nicholas Flynn,Male,46,Married,"769 Miller Port Suite 941
Amandaside, NJ 92344",nicholas.flynn@yapi.com,545-842-3112x0703,23863.8,Auto Loan,7.67,3 years,Defaulted,840,73645,Employed,12/7/2020, 
1482,1683,Victoria Martinez,Male,50,Married,"2378 Yvonne Freeway Suite 507
North Jasonstad, MH 14784",victoria.martinez@yapi.com,(560)931-9310,20485.43,Mortgage,6.73,1 years,Paid Off,811,37494,Employed,7/12/2021,9/12/2022 0:00
1093,3242,Holly Nichols,Male,29,Not Married,"4146 Joseph River
Williammouth, PW 89399",holly.nichols@yapi.com,(300)240-2082x819,26492.99,Auto Loan,8.8,4 years,Paid Off,654,37700,Self-Employed,1/23/2021,9/23/2025 0:00
508,2357,Tracey Martinez,Male,48,Married,"44365 Taylor Center
North Michael, AK 06816",tracey.martinez@yapi.com,617.708.5075,13383.61,Commercial Loan,2.94,3 years,Paid Off,534,15023,Unemployed,6/6/2021,6/6/2024 0:00
367,1940,Trevor Romero,Female,44,Married,"96889 Duane Summit Apt. 450
West Garytown, IA 42784",trevor.romero@yapi.com,+1-800-257-3611x6945,2334.43,Personal Loan,9.21,1 years,Paid Off,782,28947,Employed,5/20/2019,5/20/2020 0:00
446,2296,Michael Moon,Male,46,Married,"28368 Dickerson Ridges Suite 983
Natashaland, MA 48879",michael.moon@yapi.com,+1-620-341-7080x2013,9022.44,Auto Loan,3.55,3 years,Paid Off,332,10189,Unemployed,2/6/2020,4/6/2023 0:00
84,3372,Scott Harris,Male,49,Married,"9061 Amy Hollow Suite 367
East Robin, TX 26242",scott.harris@yapi.com,666-608-4982x567,16958.18,Personal Loan,7.08,4 years,In Arrears,659,45658,Self-Employed,8/11/2021, 
2,1880,Jeffrey Green,Male,47,Married,"09639 Maria Streets Apt. 098
South Markville, IA 59955",jeffrey.green@yapi.com,+1-908-532-1101x678,1804.39,Commercial Loan,3.53,4 years,Paid Off,752,39644,Employed,2/22/2019,6/22/2023 0:00
637,1847,Shawna Jones,Male,32,Not Married,"2395 Lopez Rest Suite 695
Wagnerberg, PR 39753",shawna.jones@yapi.com,(449)452-8499x144,3892,Personal Loan,8.72,2 years,Paid Off,465,13984,Unemployed,12/3/2018,4/3/2021 0:00
1008,3085,Douglas Palmer,Female,39,Not Married,"504 Mendoza Lake Suite 445
Megantown, AS 16023",douglas.palmer@yapi.com,(360)485-8049,50844.26,Commercial Loan,9.22,1 years,Paid Off,689,61650,Self-Employed,6/22/2021,2/22/2023 0:00
1343,3486,Jason Sanders,Female,29,Married,"689 Kristy Centers
New Jonathanborough, IN 28899",jason.sanders@yapi.com,(994)805-7382,3770.26,Auto Loan,8.16,4 years,Paid Off,406,15480,Unemployed,11/19/2020,9/19/2025 0:00
192,3359,Elizabeth Lee,Female,33,Married,"967 Williams Meadow Apt. 302
Raymondville, NY 86893",elizabeth.lee@yapi.com,891-795-9661x4427,1066.16,Mortgage,3.04,1 years,In Arrears,515,13082,Unemployed,8/29/2019, 
1457,3921,Chad Ortega,Male,38,Married,"8748 Jonathon Shore
South Christianton, UT 03924",chad.ortega@yapi.com,-3802,49740.53,Commercial Loan,7.7,3 years,Paid Off,794,60833,Employed,10/15/2018,6/15/2022 0:00
1160,3569,Christina Santos,Male,44,Not Married,"46259 Kevin Spurs
West Crystalbury, SD 86472",christina.santos@yapi.com,001-440-738-5718x5706,10646.4,Mortgage,7.22,1 years,Paid Off,802,27072,Employed,11/2/2020,12/2/2021 0:00
1026,1785,Timothy Rasmussen,Female,28,Not Married,"Unit 4618 Box 6753
DPO AP 13788",timothy.rasmussen@yapi.com,(872)924-2759,23067.39,Commercial Loan,2.59,2 years,Paid Off,849,31306,Employed,2/4/2019,7/4/2021 0:00
1219,1602,Victoria Navarro,Female,53,Married,"85635 Alicia Track
Thomashaven, DE 97161",victoria.navarro@yapi.com,8489537306,10407.28,Mortgage,2.99,3 years,In Arrears,824,64440,Employed,6/10/2020, 
764,1734,Jessica Collins,Male,45,Not Married,"PSC 4089, Box 2358
APO AE 74779",jessica.collins@yapi.com,7315611883,32367.27,Mortgage,2.19,2 years,Defaulted,634,61576,Employed,4/15/2020, 
452,3272,Elizabeth Garcia,Male,40,Not Married,"38878 Adams Extensions
Gallegosville, LA 01005",elizabeth.garcia@yapi.com,(612)415-9631x1491,11068.71,Auto Loan,6.43,5 years,Paid Off,768,31994,Employed,9/14/2020,9/14/2025 0:00
278,2282,Clayton Cohen,Male,28,Married,"Unit 6198 Box 9714
DPO AE 54991",clayton.cohen@yapi.com,299-496-0942,11999.53,Commercial Loan,8.39,1 years,In Arrears,539,13853,Unemployed,10/20/2018, 
104,3773,Anthony Hall,Female,29,Married,"10559 Vega Drives Apt. 537
Collinsmouth, AL 54717",anthony.hall@yapi.com,857.271.2980x7095,71156.05,Auto Loan,6.03,3 years,Paid Off,726,78958,Employed,11/12/2019,1/12/2023 0:00
68,3062,David Villa,Male,45,Married,"58625 Patton Square
Anthonyfort, MN 25636",david.villa@yapi.com,(568)469-8790x992,6192.48,Auto Loan,6.84,3 years,Paid Off,338,12713,Unemployed,8/13/2020,10/13/2023 0:00
370,3775,Sean Jensen,Female,28,Not Married,"6395 Logan Pine
Transhire, LA 83868",sean.jensen@yapi.com,+1-674-672-2019x81958,47032.55,Commercial Loan,6.77,1 years,Paid Off,677,56238,Employed,10/22/2020,12/22/2021 0:00
1018,2569,Anna Stuart,Male,52,Not Married,"0081 Kim Center Apt. 105
North Grantborough, GA 65360",anna.stuart@yapi.com,(332)864-3610x859,7185.73,Personal Loan,9.17,3 years,In Arrears,644,66349,Self-Employed,3/13/2021, 
430,2051,Jack Richardson,Female,31,Not Married,"95265 Julie Island
North Jason, GU 89831",jack.richardson@yapi.com,504.651.4549,33184.06,Commercial Loan,8.18,2 years,In Arrears,619,46977,Employed,4/18/2021, 
